0,1,2,3,4,5,6
cataclysm-bn,cups,11.0,nan,nan,nan,False
cataclysm-bn,cxbx-reloaded,0.0,nan,nan,nan,False
cataclysm-bn,cyberenginetweaks,2.0,nan,nan,nan,False
cataclysm-bn,cyrus-imapd,6.0,nan,nan,nan,False
cataclysm-bn,daw_json_link,12.0,nan,nan,nan,False
cataclysm-bn,ddobuilder,0.0,nan,nan,nan,False
cataclysm-bn,deconz-rest-plugin,5.0,nan,nan,nan,False
cataclysm-bn,defold,13.0,nan,nan,nan,False
cataclysm-bn,device-os,20.0,nan,nan,nan,False
cataclysm-bn,dfhack,0.0,nan,nan,nan,False
cataclysm-bn,dmf,0.0,nan,nan,nan,False
cataclysm-bn,dna,0.0,nan,nan,nan,False
cataclysm-bn,dnslibs,0.0,nan,nan,nan,False
cataclysm-bn,doomretro,3.0,nan,nan,nan,False
cataclysm-bn,dosbox-x,12.0,nan,nan,nan,False
cataclysm-bn,dynamorio,7.0,nan,nan,nan,False
cataclysm-bn,elasticsearch-sql-odbc,7.0,nan,nan,nan,False
cataclysm-bn,energyplus,0.0,nan,nan,nan,False
cataclysm-bn,envoy,0.0,nan,nan,nan,False
cataclysm-bn,envoy-gloo,1.0,nan,nan,nan,False
cataclysm-bn,esp-homekit-devices,5.0,nan,nan,nan,False
cataclysm-bn,esp-idf,74.0,nan,nan,nan,False
cataclysm-bn,esp-mail-client,1.0,nan,nan,nan,False
cataclysm-bn,esp8266_milight_hub,11.0,nan,nan,nan,False
cataclysm-bn,espeasy,0.0,nan,nan,nan,False
cataclysm-bn,esphome,0.0,nan,nan,nan,False
cataclysm-bn,espresense,26.0,nan,nan,nan,False
cataclysm-bn,etl,0.0,nan,nan,nan,False
cataclysm-bn,explorerpatcher,4.0,nan,nan,nan,False
cataclysm-bn,exult,0.0,nan,nan,nan,False
cataclysm-bn,faangband,6.0,nan,nan,nan,False
cataclysm-bn,farmanager,0.0,nan,nan,nan,False
cataclysm-bn,fatal,1.0,nan,nan,nan,False
cataclysm-bn,filament,0.0,nan,nan,nan,False
cataclysm-bn,file-commander,2.0,nan,nan,nan,False
cataclysm-bn,firebase-esp-client,1.0,nan,nan,nan,False
cataclysm-bn,firebase-esp32,1.0,nan,nan,nan,False
cataclysm-bn,firebase-esp8266,1.0,nan,nan,nan,False
cataclysm-bn,firmware,18.0,nan,nan,nan,False
cataclysm-bn,firmware-update,1.0,nan,nan,nan,False
cataclysm-bn,fizz,0.0,nan,nan,nan,False
cataclysm-bn,flatpak,12.0,nan,nan,nan,False
cataclysm-bn,fluent-bit,40.0,nan,nan,nan,False
cataclysm-bn,folly,0.0,nan,nan,nan,False
cataclysm-bn,foundationdb,0.0,nan,nan,nan,False
cataclysm-bn,freebsd-electron,0.0,nan,nan,nan,False
cataclysm-bn,ftl,12.0,nan,nan,nan,False
cataclysm-bn,genozip,0.0,nan,nan,nan,False
cataclysm-bn,gideros,0.0,nan,nan,nan,False
cataclysm-bn,goldendict-ng,52.0,nan,nan,nan,False
cataclysm-bn,gporca,0.0,nan,nan,nan,False
cataclysm-bn,grpc,0.0,nan,nan,nan,False
cataclysm-bn,gsequencer,0.0,nan,nan,nan,False
cataclysm-bn,harfbuzz,0.0,nan,nan,nan,False
cataclysm-bn,hentoid,0.0,nan,nan,nan,False
cataclysm-bn,hi-nginx,13.0,nan,nan,nan,False
cataclysm-bn,host-sflow,0.0,nan,nan,nan,False
cataclysm-bn,hpcc-platform,0.0,nan,nan,nan,False
cataclysm-bn,icinga2,0.0,nan,nan,nan,False
cataclysm-bn,icu,0.0,nan,nan,nan,False
cataclysm-bn,ifcopenshell,0.0,nan,nan,nan,False
cataclysm-bn,imagemagick,13.0,nan,nan,nan,False
cataclysm-bn,ing918xx_sdk_source,3.0,nan,nan,nan,False
cataclysm-bn,intel-graphics-compiler,0.0,nan,nan,nan,False
cataclysm-bn,iree,85.0,nan,nan,nan,False
cataclysm-bn,itk-wasm,0.0,nan,nan,nan,False
cataclysm-bn,kain2,1.0,nan,nan,nan,False
cataclysm-bn,kram,0.0,nan,nan,nan,False
cataclysm-bn,lammps,0.0,nan,nan,nan,False
cataclysm-bn,lbstanza,0.0,nan,nan,nan,False
cataclysm-bn,ldp,0.0,nan,nan,nan,False
cataclysm-bn,libbulletjme,13.0,nan,nan,nan,False
cataclysm-bn,libki-client,0.0,nan,nan,nan,False
cataclysm-bn,libmem,5.0,nan,nan,nan,False
cataclysm-bn,libmongocrypt,40.0,nan,nan,nan,False
cataclysm-bn,libosdp-conformance,0.0,nan,nan,nan,False
cataclysm-bn,libphonenumber,0.0,nan,nan,nan,False
cataclysm-bn,libpressio,0.0,nan,nan,nan,False
cataclysm-bn,libredwg,18.0,nan,nan,nan,False
cataclysm-bn,libuseful,0.0,nan,nan,nan,False
cataclysm-bn,libvma,0.0,nan,nan,nan,False
cataclysm-bn,libxlsxwriter,1.0,nan,nan,nan,False
cataclysm-bn,lima,0.0,nan,nan,nan,False
cataclysm-bn,limine,54.0,nan,nan,nan,False
cataclysm-bn,link-grammar,2.0,nan,nan,nan,False
cataclysm-bn,linux,157.0,nan,nan,nan,False
cataclysm-bn,linux-mainline-and-mali-generic-stable-kernel,0.0,nan,nan,nan,False
cataclysm-bn,lith,0.0,nan,nan,nan,False
cataclysm-bn,llama.cpp,34.0,nan,nan,nan,False
cataclysm-bn,longtail,8.0,nan,nan,nan,False
cataclysm-bn,lsquic,1.0,nan,nan,nan,False
cataclysm-bn,lyre,0.0,nan,nan,nan,False
cataclysm-bn,maaassistantarknights,0.0,nan,nan,nan,False
cataclysm-bn,magic,1.0,nan,nan,nan,False
cataclysm-bn,magisk,7.0,nan,nan,nan,False
cataclysm-bn,mame,0.0,nan,nan,nan,False
cataclysm-bn,maven,0.0,nan,nan,nan,False
cataclysm-bn,mb-system,0.0,nan,nan,nan,False
cataclysm-bn,mbed-os,42.0,nan,nan,nan,False
cataclysm-bn,megachat,0.0,nan,nan,nan,False
cataclysm-bn,megasync,0.0,nan,nan,nan,False
cataclysm-bn,minic,2.0,nan,nan,nan,False
cataclysm-bn,minisatip,8.0,nan,nan,nan,False
cataclysm-bn,moarvm,0.0,nan,nan,nan,False
cataclysm-bn,mod_h2,0.0,nan,nan,nan,False
cataclysm-bn,mod_md,0.0,nan,nan,nan,False
cataclysm-bn,mongo-c-driver,4.0,nan,nan,nan,False
cataclysm-bn,moolticute,0.0,nan,nan,nan,False
cataclysm-bn,moonlight-android,0.0,nan,nan,nan,False
cataclysm-bn,moonlight-tv,25.0,nan,nan,nan,False
cataclysm-bn,moosefs,0.0,nan,nan,nan,False
cataclysm-bn,mympd,20.0,nan,nan,nan,False
cataclysm-bn,nano-node,11.0,nan,nan,nan,False
cataclysm-bn,nassp,0.0,nan,nan,nan,False
cataclysm-bn,nco,0.0,nan,nan,nan,False
cataclysm-bn,neosphere,16.0,nan,nan,nan,False
cataclysm-bn,nghttp2,8.0,nan,nan,nan,False
cataclysm-bn,nimblephysics,0.0,nan,nan,nan,False
cataclysm-bn,nodegui,46.0,nan,nan,nan,False
cataclysm-bn,notcurses,53.0,nan,nan,nan,False
cataclysm-bn,notepad-plus-plus,0.0,nan,nan,nan,False
cataclysm-bn,npcap,0.0,nan,nan,nan,False
cataclysm-bn,nuttx-star64,0.0,nan,nan,nan,False
cataclysm-bn,nvenc,7.0,nan,nan,nan,False
cataclysm-bn,obs-studio,24.0,nan,nan,nan,False
cataclysm-bn,obs-studio-node,0.0,nan,nan,nan,False
cataclysm-bn,omnimidi,19.0,nan,nan,nan,False
cataclysm-bn,onednn,0.0,nan,nan,nan,False
cataclysm-bn,oneplus9pro,2.0,nan,nan,nan,False
cataclysm-bn,oot3d_randomizer,0.0,nan,nan,nan,False
cataclysm-bn,opengeode,31.0,nan,nan,nan,False
cataclysm-bn,opengeode-geosciences,0.0,nan,nan,nan,False
cataclysm-bn,openjkdf2,2.0,nan,nan,nan,False
cataclysm-bn,openlitespeed,0.0,nan,nan,nan,False
cataclysm-bn,openpmix,17.0,nan,nan,nan,False
cataclysm-bn,openstudio,13.0,nan,nan,nan,False
cataclysm-bn,openttd-patches,14.0,nan,nan,nan,False
cataclysm-bn,openvisus,9.0,nan,nan,nan,False
cataclysm-bn,oscar64,0.0,nan,nan,nan,False
cataclysm-bn,osquery,0.0,nan,nan,nan,False
cataclysm-bn,outcome,9.0,nan,nan,nan,False
cataclysm-bn,patchersupportpkg,4.0,nan,nan,nan,False
cataclysm-bn,pcsx2,0.0,nan,nan,nan,False
cataclysm-bn,pgbackrest,5.0,nan,nan,nan,False
cataclysm-bn,pineapple-src,0.0,nan,nan,nan,False
cataclysm-bn,pmdsky-debug,6.0,nan,nan,nan,False
cataclysm-bn,ponyc,20.0,nan,nan,nan,False
cataclysm-bn,power-grid-model,62.0,nan,nan,nan,False
cataclysm-bn,praat,0.0,nan,nan,nan,False
cataclysm-bn,protobuf,0.0,nan,nan,nan,False
cataclysm-bn,proxygen,0.0,nan,nan,nan,False
cataclysm-bn,proxysql,0.0,nan,nan,nan,False
cataclysm-bn,prusaslicer,0.0,nan,nan,nan,False
cataclysm-bn,pspg,2.0,nan,nan,nan,False
cataclysm-bn,px4-autopilot,0.0,nan,nan,nan,False
cataclysm-bn,qfield,0.0,nan,nan,nan,False
cataclysm-bn,qownnotes,0.0,nan,nan,nan,False
cataclysm-bn,qsvenc,6.0,nan,nan,nan,False
cataclysm-bn,quiet,613.0,nan,nan,nan,False
cataclysm-bn,rainmeter,1.0,nan,nan,nan,False
cataclysm-bn,rapidfuzz,25.0,nan,nan,nan,False
cataclysm-bn,react-native-code-push,52.0,nan,nan,nan,False
cataclysm-bn,react-native-windows,0.0,nan,nan,nan,False
cataclysm-bn,redisgraph,42.0,nan,nan,nan,False
cataclysm-bn,redpanda,0.0,nan,nan,nan,False
cataclysm-bn,redumper,1.0,nan,nan,nan,False
cataclysm-bn,rocksdb,0.0,nan,nan,nan,False
cataclysm-bn,rogue,0.0,nan,nan,nan,False
cataclysm-bn,s2n-tls,51.0,nan,nan,nan,False
cataclysm-bn,sandboxie,29.0,nan,nan,nan,False
cataclysm-bn,score,10.0,nan,nan,nan,False
cataclysm-bn,sdk,0.0,nan,nan,nan,False
cataclysm-bn,sdrangel,0.0,nan,nan,nan,False
cataclysm-bn,server,0.0,nan,nan,nan,False
cataclysm-bn,serving,0.0,nan,nan,nan,False
cataclysm-bn,sfall,15.0,nan,nan,nan,False
cataclysm-bn,shotcut,0.0,nan,nan,nan,False
cataclysm-bn,sidefxlabs,0.0,nan,nan,nan,False
cataclysm-bn,simplewall,3.0,nan,nan,nan,False
cataclysm-bn,skaled,0.0,nan,nan,nan,False
cataclysm-bn,skyland-beta,0.0,nan,nan,nan,False
cataclysm-bn,slang,0.0,nan,nan,nan,False
cataclysm-bn,solidity,0.0,nan,nan,nan,False
cataclysm-bn,spring,0.0,nan,nan,nan,False
cataclysm-bn,src.next,0.0,nan,nan,nan,False
cataclysm-bn,stella,0.0,nan,nan,nan,False
cataclysm-bn,stellar-core,24.0,nan,nan,nan,False
cataclysm-bn,studio,0.0,nan,nan,nan,False
cataclysm-bn,swiss-gc,2.0,nan,nan,nan,False
cataclysm-bn,swoole-src,0.0,nan,nan,nan,False
cataclysm-bn,synergy-core,0.0,nan,nan,nan,False
cataclysm-bn,systemverilog-plugin,20.0,nan,nan,nan,False
cataclysm-bn,tablacusexplorer,0.0,nan,nan,nan,False
cataclysm-bn,taichi,0.0,nan,nan,nan,False
cataclysm-bn,tasmota,16.0,nan,nan,nan,False
cataclysm-bn,tdengine,67.0,nan,nan,nan,False
cataclysm-bn,tdesktop,0.0,nan,nan,nan,False
cataclysm-bn,tectonic,51.0,nan,nan,nan,False
cataclysm-bn,tensorflow,0.0,nan,nan,nan,False
cataclysm-bn,tenzir,56.0,nan,nan,nan,False
cataclysm-bn,texstudio,10.0,nan,nan,nan,False
cataclysm-bn,thcrap,0.0,nan,nan,nan,False
cataclysm-bn,tiledb,0.0,nan,nan,nan,False
cataclysm-bn,tket,0.0,nan,nan,nan,False
cataclysm-bn,toit,0.0,nan,nan,nan,False
cataclysm-bn,torch-mlir,0.0,nan,nan,nan,False
cataclysm-bn,treesheets,2.0,nan,nan,nan,False
cataclysm-bn,tsmuxer,0.0,nan,nan,nan,False
cataclysm-bn,twilightmenu,0.0,nan,nan,nan,False
cataclysm-bn,ua3reo-ddc-transceiver,0.0,nan,nan,nan,False
cataclysm-bn,ugrep,0.0,nan,nan,nan,False
cataclysm-bn,uk-controller-plugin,0.0,nan,nan,nan,False
cataclysm-bn,ultimate-nag52-fw,0.0,nan,nan,nan,False
cataclysm-bn,umineko-scripting,4.0,nan,nan,nan,False
cataclysm-bn,unleashed-firmware,4.0,nan,nan,nan,False
cataclysm-bn,unrealmarketplaceplugin,0.0,nan,nan,nan,False
cataclysm-bn,uwebsockets,0.0,nan,nan,nan,False
cataclysm-bn,v6d,0.0,nan,nan,nan,False
cataclysm-bn,verible,0.0,nan,nan,nan,False
cataclysm-bn,voukoder,1.0,nan,nan,nan,False
cataclysm-bn,vsearch,0.0,nan,nan,nan,False
cataclysm-bn,vtm,1.0,nan,nan,nan,False
cataclysm-bn,vulkan-hpp,0.0,nan,nan,nan,False
cataclysm-bn,waifu2x-extension-gui,0.0,nan,nan,nan,False
cataclysm-bn,wallet-core,0.0,nan,nan,nan,False
cataclysm-bn,wangle,0.0,nan,nan,nan,False
cataclysm-bn,watchman,0.0,nan,nan,nan,False
cataclysm-bn,wazuh,30.0,nan,nan,nan,False
cataclysm-bn,wb-mqtt-serial,0.0,nan,nan,nan,False
cataclysm-bn,windows-driver-samples,3.0,nan,nan,nan,False
cataclysm-bn,winmerge,0.0,nan,nan,nan,False
cataclysm-bn,winmerge-v2-jp,5.0,nan,nan,nan,False
cataclysm-bn,wire-avs,22.0,nan,nan,nan,False
cataclysm-bn,xbmc,0.0,nan,nan,nan,False
cataclysm-bn,xemu,5.0,nan,nan,nan,False
cataclysm-bn,xlights,0.0,nan,nan,nan,False
cataclysm-bn,xmrig,0.0,nan,nan,nan,False
cataclysm-bn,xrobot,2.0,nan,nan,nan,False
cataclysm-bn,yuzu-mainline,0.0,nan,nan,nan,False
cataclysm-bn,zephyr,40.0,nan,nan,nan,False
cataclysm-bn,zilliqa,0.0,nan,nan,nan,False
cataclysm-bn,ziti-sdk-c,16.0,nan,nan,nan,False
cataclysm-bn,ziti-tunnel-sdk-c,32.0,nan,nan,nan,False
cataclysm-bn,zpl,12.0,nan,nan,nan,False
cataclysm-bn,zquestclassic,0.0,nan,nan,nan,False
cataclysm-dda,cbmc,28.0,nan,nan,nan,False
cataclysm-dda,cbsd,32.0,nan,nan,nan,False
cataclysm-dda,ccapi,0.0,nan,nan,nan,False
cataclysm-dda,ccf,0.0,nan,nan,nan,False
cataclysm-dda,cctools,8.0,nan,nan,nan,False
cataclysm-dda,cdecl,0.0,nan,nan,nan,False
cataclysm-dda,chaos-controller,50.0,nan,nan,nan,False
cataclysm-dda,chromium-gost,0.0,nan,nan,nan,False
cataclysm-dda,citra-canary,69.0,nan,nan,nan,False
cataclysm-dda,citra-nightly,0.0,nan,nan,nan,False
cataclysm-dda,classic-rbdoom-3-bfg,3.0,nan,nan,nan,False
cataclysm-dda,clementine,0.0,nan,nan,nan,False
cataclysm-dda,clickhouse,0.0,nan,nan,nan,False
cataclysm-dda,clink,2.0,nan,nan,nan,False
cataclysm-dda,clk,4.0,nan,nan,nan,False
cataclysm-dda,cmssw,0.0,nan,nan,nan,False
cataclysm-dda,cocos-engine-external,0.0,nan,nan,nan,False
cataclysm-dda,compute-runtime,0.0,nan,nan,nan,False
cataclysm-dda,core,26.0,nan,nan,nan,False
cataclysm-dda,corona,5.0,nan,nan,nan,False
cataclysm-dda,cortex,0.0,nan,nan,nan,False
cataclysm-dda,cpp-httplib,0.0,nan,nan,nan,False
cataclysm-dda,cppwinrt,14.0,nan,nan,nan,False
cataclysm-dda,cpuminer-opt,0.0,nan,nan,nan,False
cataclysm-dda,cse,7.0,nan,nan,nan,False
cataclysm-dda,ctranslate2,0.0,nan,nan,nan,False
cataclysm-dda,cups,11.0,nan,nan,nan,False
cataclysm-dda,cxbx-reloaded,0.0,nan,nan,nan,False
cataclysm-dda,cyberenginetweaks,2.0,nan,nan,nan,False
cataclysm-dda,cyrus-imapd,6.0,nan,nan,nan,False
cataclysm-dda,daw_json_link,12.0,nan,nan,nan,False
cataclysm-dda,ddobuilder,0.0,nan,nan,nan,False
cataclysm-dda,deconz-rest-plugin,5.0,nan,nan,nan,False
cataclysm-dda,defold,13.0,nan,nan,nan,False
cataclysm-dda,device-os,20.0,nan,nan,nan,False
cataclysm-dda,dfhack,0.0,nan,nan,nan,False
cataclysm-dda,dmf,0.0,nan,nan,nan,False
cataclysm-dda,dna,0.0,nan,nan,nan,False
cataclysm-dda,dnslibs,0.0,nan,nan,nan,False
cataclysm-dda,doomretro,3.0,nan,nan,nan,False
cataclysm-dda,dosbox-x,12.0,nan,nan,nan,False
cataclysm-dda,dynamorio,7.0,nan,nan,nan,False
cataclysm-dda,elasticsearch-sql-odbc,7.0,nan,nan,nan,False
cataclysm-dda,energyplus,0.0,nan,nan,nan,False
cataclysm-dda,envoy,0.0,nan,nan,nan,False
cataclysm-dda,envoy-gloo,1.0,nan,nan,nan,False
cataclysm-dda,esp-homekit-devices,5.0,nan,nan,nan,False
cataclysm-dda,esp-idf,74.0,nan,nan,nan,False
cataclysm-dda,esp-mail-client,1.0,nan,nan,nan,False
cataclysm-dda,esp8266_milight_hub,11.0,nan,nan,nan,False
cataclysm-dda,espeasy,0.0,nan,nan,nan,False
cataclysm-dda,esphome,0.0,nan,nan,nan,False
cataclysm-dda,espresense,26.0,nan,nan,nan,False
cataclysm-dda,etl,0.0,nan,nan,nan,False
cataclysm-dda,explorerpatcher,4.0,nan,nan,nan,False
cataclysm-dda,exult,0.0,nan,nan,nan,False
cataclysm-dda,faangband,6.0,nan,nan,nan,False
cataclysm-dda,farmanager,0.0,nan,nan,nan,False
cataclysm-dda,fatal,1.0,nan,nan,nan,False
cataclysm-dda,filament,0.0,nan,nan,nan,False
cataclysm-dda,file-commander,2.0,nan,nan,nan,False
cataclysm-dda,firebase-esp-client,1.0,nan,nan,nan,False
cataclysm-dda,firebase-esp32,1.0,nan,nan,nan,False
cataclysm-dda,firebase-esp8266,1.0,nan,nan,nan,False
cataclysm-dda,firmware,18.0,nan,nan,nan,False
cataclysm-dda,firmware-update,1.0,nan,nan,nan,False
cataclysm-dda,fizz,0.0,nan,nan,nan,False
cataclysm-dda,flatpak,12.0,nan,nan,nan,False
cataclysm-dda,fluent-bit,40.0,nan,nan,nan,False
cataclysm-dda,folly,0.0,nan,nan,nan,False
cataclysm-dda,foundationdb,0.0,nan,nan,nan,False
cataclysm-dda,freebsd-electron,0.0,nan,nan,nan,False
cataclysm-dda,ftl,12.0,nan,nan,nan,False
cataclysm-dda,genozip,0.0,nan,nan,nan,False
cataclysm-dda,gideros,0.0,nan,nan,nan,False
cataclysm-dda,goldendict-ng,52.0,nan,nan,nan,False
cataclysm-dda,gporca,0.0,nan,nan,nan,False
cataclysm-dda,grpc,0.0,nan,nan,nan,False
cataclysm-dda,gsequencer,0.0,nan,nan,nan,False
cataclysm-dda,harfbuzz,0.0,nan,nan,nan,False
cataclysm-dda,hentoid,0.0,nan,nan,nan,False
cataclysm-dda,hi-nginx,13.0,nan,nan,nan,False
cataclysm-dda,host-sflow,0.0,nan,nan,nan,False
cataclysm-dda,hpcc-platform,0.0,nan,nan,nan,False
cataclysm-dda,icinga2,0.0,nan,nan,nan,False
cataclysm-dda,icu,0.0,nan,nan,nan,False
cataclysm-dda,ifcopenshell,0.0,nan,nan,nan,False
cataclysm-dda,imagemagick,13.0,nan,nan,nan,False
cataclysm-dda,ing918xx_sdk_source,3.0,nan,nan,nan,False
cataclysm-dda,intel-graphics-compiler,0.0,nan,nan,nan,False
cataclysm-dda,iree,85.0,nan,nan,nan,False
cataclysm-dda,itk-wasm,0.0,nan,nan,nan,False
cataclysm-dda,kain2,1.0,nan,nan,nan,False
cataclysm-dda,kram,0.0,nan,nan,nan,False
cataclysm-dda,lammps,0.0,nan,nan,nan,False
cataclysm-dda,lbstanza,0.0,nan,nan,nan,False
cataclysm-dda,ldp,0.0,nan,nan,nan,False
cataclysm-dda,libbulletjme,13.0,nan,nan,nan,False
cataclysm-dda,libki-client,0.0,nan,nan,nan,False
cataclysm-dda,libmem,5.0,nan,nan,nan,False
cataclysm-dda,libmongocrypt,40.0,nan,nan,nan,False
cataclysm-dda,libosdp-conformance,0.0,nan,nan,nan,False
cataclysm-dda,libphonenumber,0.0,nan,nan,nan,False
cataclysm-dda,libpressio,0.0,nan,nan,nan,False
cataclysm-dda,libredwg,18.0,nan,nan,nan,False
cataclysm-dda,libuseful,0.0,nan,nan,nan,False
cataclysm-dda,libvma,0.0,nan,nan,nan,False
cataclysm-dda,libxlsxwriter,1.0,nan,nan,nan,False
cataclysm-dda,lima,0.0,nan,nan,nan,False
cataclysm-dda,limine,54.0,nan,nan,nan,False
cataclysm-dda,link-grammar,2.0,nan,nan,nan,False
cataclysm-dda,linux,157.0,nan,nan,nan,False
cataclysm-dda,linux-mainline-and-mali-generic-stable-kernel,0.0,nan,nan,nan,False
cataclysm-dda,lith,0.0,nan,nan,nan,False
cataclysm-dda,llama.cpp,34.0,nan,nan,nan,False
cataclysm-dda,longtail,8.0,nan,nan,nan,False
cataclysm-dda,lsquic,1.0,nan,nan,nan,False
cataclysm-dda,lyre,0.0,nan,nan,nan,False
cataclysm-dda,maaassistantarknights,0.0,nan,nan,nan,False
cataclysm-dda,magic,1.0,nan,nan,nan,False
cataclysm-dda,magisk,7.0,nan,nan,nan,False
cataclysm-dda,mame,0.0,nan,nan,nan,False
cataclysm-dda,maven,0.0,nan,nan,nan,False
cataclysm-dda,mb-system,0.0,nan,nan,nan,False
cataclysm-dda,mbed-os,42.0,nan,nan,nan,False
cataclysm-dda,megachat,0.0,nan,nan,nan,False
cataclysm-dda,megasync,0.0,nan,nan,nan,False
cataclysm-dda,minic,2.0,nan,nan,nan,False
cataclysm-dda,minisatip,8.0,nan,nan,nan,False
cataclysm-dda,moarvm,0.0,nan,nan,nan,False
cataclysm-dda,mod_h2,0.0,nan,nan,nan,False
cataclysm-dda,mod_md,0.0,nan,nan,nan,False
cataclysm-dda,mongo-c-driver,4.0,nan,nan,nan,False
cataclysm-dda,moolticute,0.0,nan,nan,nan,False
cataclysm-dda,moonlight-android,0.0,nan,nan,nan,False
cataclysm-dda,moonlight-tv,25.0,nan,nan,nan,False
cataclysm-dda,moosefs,0.0,nan,nan,nan,False
cataclysm-dda,mympd,20.0,nan,nan,nan,False
cataclysm-dda,nano-node,11.0,nan,nan,nan,False
cataclysm-dda,nassp,0.0,nan,nan,nan,False
cataclysm-dda,nco,0.0,nan,nan,nan,False
cataclysm-dda,neosphere,16.0,nan,nan,nan,False
cataclysm-dda,nghttp2,8.0,nan,nan,nan,False
cataclysm-dda,nimblephysics,0.0,nan,nan,nan,False
cataclysm-dda,nodegui,46.0,nan,nan,nan,False
cataclysm-dda,notcurses,53.0,nan,nan,nan,False
cataclysm-dda,notepad-plus-plus,0.0,nan,nan,nan,False
cataclysm-dda,npcap,0.0,nan,nan,nan,False
cataclysm-dda,nuttx-star64,0.0,nan,nan,nan,False
cataclysm-dda,nvenc,7.0,nan,nan,nan,False
cataclysm-dda,obs-studio,24.0,nan,nan,nan,False
cataclysm-dda,obs-studio-node,0.0,nan,nan,nan,False
cataclysm-dda,omnimidi,19.0,nan,nan,nan,False
cataclysm-dda,onednn,0.0,nan,nan,nan,False
cataclysm-dda,oneplus9pro,2.0,nan,nan,nan,False
cataclysm-dda,oot3d_randomizer,0.0,nan,nan,nan,False
cataclysm-dda,opengeode,31.0,nan,nan,nan,False
cataclysm-dda,opengeode-geosciences,0.0,nan,nan,nan,False
cataclysm-dda,openjkdf2,2.0,nan,nan,nan,False
cataclysm-dda,openlitespeed,0.0,nan,nan,nan,False
cataclysm-dda,openpmix,17.0,nan,nan,nan,False
cataclysm-dda,openstudio,13.0,nan,nan,nan,False
cataclysm-dda,openttd-patches,14.0,nan,nan,nan,False
cataclysm-dda,openvisus,9.0,nan,nan,nan,False
cataclysm-dda,oscar64,0.0,nan,nan,nan,False
cataclysm-dda,osquery,0.0,nan,nan,nan,False
cataclysm-dda,outcome,9.0,nan,nan,nan,False
cataclysm-dda,patchersupportpkg,4.0,nan,nan,nan,False
cataclysm-dda,pcsx2,0.0,nan,nan,nan,False
cataclysm-dda,pgbackrest,5.0,nan,nan,nan,False
cataclysm-dda,pineapple-src,0.0,nan,nan,nan,False
cataclysm-dda,pmdsky-debug,6.0,nan,nan,nan,False
cataclysm-dda,ponyc,20.0,nan,nan,nan,False
cataclysm-dda,power-grid-model,62.0,nan,nan,nan,False
cataclysm-dda,praat,0.0,nan,nan,nan,False
cataclysm-dda,protobuf,0.0,nan,nan,nan,False
cataclysm-dda,proxygen,0.0,nan,nan,nan,False
cataclysm-dda,proxysql,0.0,nan,nan,nan,False
cataclysm-dda,prusaslicer,0.0,nan,nan,nan,False
cataclysm-dda,pspg,2.0,nan,nan,nan,False
cataclysm-dda,px4-autopilot,0.0,nan,nan,nan,False
cataclysm-dda,qfield,0.0,nan,nan,nan,False
cataclysm-dda,qownnotes,0.0,nan,nan,nan,False
cataclysm-dda,qsvenc,6.0,nan,nan,nan,False
cataclysm-dda,quiet,613.0,nan,nan,nan,False
cataclysm-dda,rainmeter,1.0,nan,nan,nan,False
cataclysm-dda,rapidfuzz,25.0,nan,nan,nan,False
cataclysm-dda,react-native-code-push,52.0,nan,nan,nan,False
cataclysm-dda,react-native-windows,0.0,nan,nan,nan,False
cataclysm-dda,redisgraph,42.0,nan,nan,nan,False
cataclysm-dda,redpanda,0.0,nan,nan,nan,False
cataclysm-dda,redumper,1.0,nan,nan,nan,False
cataclysm-dda,rocksdb,0.0,nan,nan,nan,False
cataclysm-dda,rogue,0.0,nan,nan,nan,False
cataclysm-dda,s2n-tls,51.0,nan,nan,nan,False
cataclysm-dda,sandboxie,29.0,nan,nan,nan,False
cataclysm-dda,score,10.0,nan,nan,nan,False
cataclysm-dda,sdk,0.0,nan,nan,nan,False
cataclysm-dda,sdrangel,0.0,nan,nan,nan,False
cataclysm-dda,server,0.0,nan,nan,nan,False
cataclysm-dda,serving,0.0,nan,nan,nan,False
cataclysm-dda,sfall,15.0,nan,nan,nan,False
cataclysm-dda,shotcut,0.0,nan,nan,nan,False
cataclysm-dda,sidefxlabs,0.0,nan,nan,nan,False
cataclysm-dda,simplewall,3.0,nan,nan,nan,False
cataclysm-dda,skaled,0.0,nan,nan,nan,False
cataclysm-dda,skyland-beta,0.0,nan,nan,nan,False
cataclysm-dda,slang,0.0,nan,nan,nan,False
cataclysm-dda,solidity,0.0,nan,nan,nan,False
cataclysm-dda,spring,0.0,nan,nan,nan,False
cataclysm-dda,src.next,0.0,nan,nan,nan,False
cataclysm-dda,stella,0.0,nan,nan,nan,False
cataclysm-dda,stellar-core,24.0,nan,nan,nan,False
cataclysm-dda,studio,0.0,nan,nan,nan,False
cataclysm-dda,swiss-gc,2.0,nan,nan,nan,False
cataclysm-dda,swoole-src,0.0,nan,nan,nan,False
cataclysm-dda,synergy-core,0.0,nan,nan,nan,False
cataclysm-dda,systemverilog-plugin,20.0,nan,nan,nan,False
cataclysm-dda,tablacusexplorer,0.0,nan,nan,nan,False
cataclysm-dda,taichi,0.0,nan,nan,nan,False
cataclysm-dda,tasmota,16.0,nan,nan,nan,False
cataclysm-dda,tdengine,67.0,nan,nan,nan,False
cataclysm-dda,tdesktop,0.0,nan,nan,nan,False
